framenr,kanji,keyword,public,last_edited,story
1881,益,"benefit",0,2012-08-02 09:05:48,"The benefit of having sharp *horns* and fast *legs* is that an animal can get to the food *dish* first."
1882,暇,"spare time",0,2012-08-05 11:07:08,"She spends the spare time she has during the day (especially SUNdays) on her favorite hobby (creating flags with streamers while drinking コーヒー and sitting crossed legs).

Tip: The complex right side of this kanji appears twice more in Heisig. He later names it ""hobby"". REF: {2689}, {2779}."
1883,敷,"spread",0,2012-08-02 09:06:32,"*Arrowheads* are #spread# all over the *field*. The *taskmaster* profiteerer forces you to find them all using a *compass*."
1884,来,"come",0,2012-08-02 09:06:40,"You *horny* bastard, don't come, at least *not yet*!"
1885,気,"spirit",0,2012-07-08 05:39:03,"*Captain Hook*, his #spirit# crushed, is lying on the ground cursing *Wolverine* who has defeated him with his far superior claws."
1886,汽,"vapor",0,2012-08-03 17:06:01,"*Water* #vapour# almost looks like a spirit but has no soul."
1887,飛,"fly",0,2012-08-03 17:10:39,"Two *hummingbirds* flying to feed at a *measuring box* filled with sugar water. #This kanji is famous for having hard-to-remember stroke order. #  Try it this way: first a *hummingbird* #flies# over the *measuring box walls backwards*.  But finally the other *hummingbird* manages to stick its beak right through them."
1888,沈,"sink",0,2012-08-05 05:45:19,"This is the famous story of Archimedes and the Crown, where buoyancy was discovered. Watching the *crown* sink in the *water*, Archimedes detected the fraud and ran naked through the city (*human legs* distorted from running) yelling ""Eureka! Eureka!""."
1889,妻,"wife",0,2012-08-02 11:11:19,"Your wife's fingernails are like ten rakes clawing into you. What a savage woman."
1890,衰,"decline",0,2012-09-06 14:55:32,"If you thought that the dude in 哀 was *{401}*, you haven't seen him after his decline. Here he is carrying a stick around in his mouth like a dog, begging people to throw it for him. Note that the mouth is closed only after the stick goes in, as is only logical."
1891,衷,"inmost",0,2012-08-02 11:11:51,"The guy from {401} shared his inmost feelings with a girl and she rammed a *walking stick* down his throat. It ruptured his inmost organs."
1892,面,"mask",0,2012-08-02 11:12:02,"When Jim Carrey puts on #The Mask#, he can make it seem like he has *100 eyes* popping out of his head."
1893,革,"leather",0,2020-06-14 16:26:58,"You can feed *twenty* (*{廿}*) *mouths* (*{口}"") for the price of *ten* (*{十}*) leather coats."
1894,靴,"shoes",0,2020-06-14 16:25:45,"*Leather* (*{革}*) shoes are nice because they *change* (*{化}*) shape to fit your foot."
1895,覇,"hegemony",0,2012-08-02 11:13:09,"In the *Old West*, cowboys had #hegemony# OVER the Indians despite their *{1893}* craft and ability to navigate by the *moon*."
1896,声,"voice",0,2012-08-02 11:13:21,"When an enemy's *flag* is raised, a true *samurai* can *split* it in half with just his voice."
1897,呉,"give",0,2012-08-03 17:03:02,"As a present, I #give# my dentist a *hand-crank tool* for spreading *mouths*. He is so happy since it makes his job easier."
1898,娯,"recreation",0,2012-08-02 11:13:57,"A man from a less enlightened society comes for a visit, and asks the host to *{1897}* him a woman for some recreation."
1899,誤,"mistake",0,2021-09-11 17:11:05,"It is a rookie #mistake# to believe the *words* (*{言}*) when your girlfriend says ""You don't have to *give* *{呉}* me anything for my birthday."" Trust me, she wants something, something shiny, and if you disappoint, you will suffer."
1900,蒸,"steam",0,2020-10-24 16:54:47,"Note: *complete + water + floor* are later combined into *helping hand* (*{丞}*). Story: The driver of a steam train asks you for a *helping hand* and explains that your job is to throw *flowers* (*{艹}*) on the *fire* (*{灬}*) to make the steam."
1901,承,"acquiesce",0,2012-08-02 11:15:20,"Elizabeth was disinclined to acquiesce to Barbosa’s request until he dunked her *complete*ly in the bilge*water* *three* times. (I know this story makes me a dork, but the line from the movie is all that pops into my head now when I hear the word “acquiesce.”)"
1902,函,"bin",0,2012-08-05 02:04:53,"damn racoons I'll show them. I put a snare in the bin as well as a few phosphorous sparklers so as to scare the shit out of the buggers as they rummage through it."
1903,極,"poles",0,2024-04-28 18:25:27,"Can simplify this using *decay* (*{朽}*). Then: The expedition to the poles is bad for your health, and the *decay* that started in your *mouth* (*{口}*) spreads to your *crotch* – at which point you fall to the *floor*."
1904,牙,"tusk",0,2012-08-04 17:57:43,"the kanji looks like an elephant with tusks. the box is the elephant's eye. The final stroke is the tusk"
1905,芽,"bud",0,2012-08-05 02:06:23,"Zoo keepers are baffled as to why the tips of the elephant's *{1904}* keeps #budding# into *flowers*."
1906,邪,"wicked",0,2015-03-30 06:13:44,"The #wicked# queen uses *tusks* (*{牙}*) to build her *city walls*."
1907,雅,"gracious",0,2012-08-05 02:24:46,"""Goodness gracious! A  *{1904}*!"" on a *turkey* screamed the #elegant# lady walking through the GM farm."
1908,釈,"interpretation",0,2024-04-15 14:19:01,"The magical *shakuhachi* (*{尺}*) can provide an interpretation for *animal tracks* (*{釆}*)."
1909,番,"turn",0,2025-02-15 18:03:48,"the farmers take it in turns to watch out for any *animal tracks* (*{釆}*) in their *rice field* (*{田}*)."
1910,審,"hearing",0,2012-08-04 18:00:23,"In the court*house* the judge decides your #hearing# with a roll of the *dice*."
1911,翻,"flip",0,2012-08-04 18:00:33,"Don't play *dice* with birds. When you're not looking, they'll flip the *dice* with their *feathers*."
1912,藩,"clan",0,2020-10-25 11:47:31,"Each member of the clan has to take his *turn* (*{番}*) at *water*ing (*{氵}*) the *flowers* (*{艹}*).  The order they do it in is decided by a roll of the *dice*."
1913,毛,"fur",0,2012-08-05 02:09:46,"I've heard of people having hair on the back of their hands, but this is ridiculous!  That's not hair, that's #fur#!"
1914,耗,"decrease",0,2012-08-05 02:10:12,"The amount of ""*{1913}*"" (needles) on a Christmas tree decreases, until it doesn't look all that good."
1915,尾,"tail",0,2015-09-14 09:32:10,"A dog waves its *fur* (*{毛}*) - covered tail like a flag."
1916,宅,"home",1,2020-10-28 03:36:39,"Wherever I hang my *hair* (*{乇}*) in my *house* (*{宀}*), that's my home."
1917,託,"consign",0,2012-08-05 02:11:32,"When you consign a matter to someone, you get their *word* and a lock of their *hair* (to be used in a voodoo ritual if they don't keep their word)."
1918,為,"do",0,2012-08-05 02:12:54,"Am I the only one that sees a pictograph of a tank here?
You have the cannon at top, with it's two story body and chain wheels (the tail feathers).
You can also see someone standing on the top holding the side machine gun (the drop)."
1919,偽,"falsehood",0,2016-01-17 15:18:51,"Mr. T doesn’t do (*{為}*) falsehood. It goes against everything he stands for. “I pity da foos who revel in falsehoods!”"
1920,長,"long",0,2012-08-05 02:15:17,"The *mane* which needs a *hairpin* is too long."
1921,張,"lengthen",0,2016-10-11 05:48:54,"The longbow is follows the design of a standard *bow* (*{弓}*), only it is *long* (*{長}*), that is, it has been lengthened."
1922,帳,"notebook",0,2012-08-05 02:17:02,"In ancient China books were rolled-up scrolls of paper. So notebooks were nothing more than *towels* that were *{1920}*."
1923,脹,"dilate",0,2016-10-14 04:36:23,"taking Viagra lets your blood vessels dilate ... resulting in a *body* part becoming *long* (*{長}*)."
1924,髪,"hair of the head",0,2020-12-26 15:49:46,"*Friends* (*{友}*) influence how *length* (*{長}*) each other's #hair# is and its  *shape* (*{彡}*). (Also *{髟}* is *mane*)"
1925,展,"unfold",0,2012-08-05 02:18:26,"Unfold the *flag*, take out the *salad*, pin the flag down with *hairpins* and have a picnic."
1926,喪,"miss",0,2020-11-06 16:58:07,"*Ten* (*{十}*) days ago, our *two mouths* (*{口}*) met for the last time... then she gave me her *hairpin* as a sayounara gift. How I miss my Geisha girl..."
1927,巣,"nest",0,2012-08-05 02:33:33,"*Owls* only nest in *fruit* trees."
1928,単,"simple",0,2012-08-05 02:33:57,"Owls are smart...for this *owl* everything is simple because his *brain* is *ten* times more powerful than mine."
1929,戦,"war",0,2020-12-02 13:34:56,"George W. Bush's plans for war were so *simple* (*{単}*).  To him, it's all just a big *fiesta* (*{戈}*)."
1930,禅,"Zen",0,2017-03-19 18:11:29,"Knowing the Zen emphasis on “nothingness,” it’s not hard to envision a Zen *altar* being quite clean and *simple* (*{単}*)."
1931,弾,"bullet",0,2012-08-05 02:35:54,"Hunting with a *bow* is too complicated. I'm switching using a bullet: it's so *{1928}*."
1932,桜,"cherry tree",0,2012-08-05 02:36:24,"I was taking a picture of my *girlfriend* under the cherry tree during 花見, when an *owl* happened to poop on her at the exact moment the shutter snapped."
1933,獣,"animal",0,2012-08-05 02:36:55,"The *owl* looks for its prey in the *rice field*. It sees so many potential #animal#s to eat but since it only has *one mouth*, it decides that the tasty looking *chihuahua* will be its meal for tonight."
1934,脳,"brain",0,2012-08-05 02:37:28,"The *brain* is the part of the body that can give you the wisdom of the *owl* ... or the wickedness of the *villain*."
1935,悩,"trouble",0,2012-08-09 02:20:00,"The *owl* villain is the one that troubles me most of all the super-*villains*. He's just so smart... you never know what he'll do! Definitely enough to put you in a troubled *state of mind*."
1936,厳,"stern",0,2012-08-09 02:22:46,"This represents a stern looking *owl*, perched up on a *cliff*. This cliff is quite famous for *daring* individuals to cliff dive from, but is any of them daring enough to threaten the owl?"
1937,鎖,"chain",0,2012-08-05 02:40:42,"A gold chain with small seashells hanging on it is in fashion these days."
1938,挙,"raise",0,2023-04-10 08:07:36,"This is a special *owl*(*{兴}*)-luring *tool*. All you need is to #raise# it in your *hand*. The *owl* will come flying and perch on it right away."
1939,誉,"reputation",0,2012-08-05 02:41:25,"This *owl*'s reputation skyrocketed after he created a *tool* in order to speak human *words*."
1940,猟,"game hunting",0,2012-08-05 02:42:30,"The *wild dogs* are game-hunting the *owl* who flies like the *wind* through the *corn stalks*."
1941,鳥,"bird",0,2012-08-05 02:42:49,"There is only *one* bird with such beautiful *white* tail feathers: the albino *peakcock*."
1942,鳴,"chirp",0,2012-08-05 02:43:11,"A chirp is quite simply the sound that comes from the mouth of a *{1941}*."
1943,鶴,"crane",0,2017-10-21 03:48:25,"The original version of the ""Ugly Duckling"" was about a crane who grew up in a *turkey coop.* Every other *bird* *{鳥}* made fun of it for not having a wattle or a snood or fanning its tail..."
1944,烏,"crow",0,2012-08-05 02:44:15,"A crow is a *bird*, but *not a white one*.
MEANING: write *bird*, but skip writing *one* in *white*."
1945,蔦,"vine",0,2015-08-11 11:20:30,"It's strange that you don't often see *flowers* on #vines#, that's because a sneaky *bird* (*{鳥}*) keeps swooping in and stealing them!"
1946,鳩,"pigeon",0,2013-10-13 03:45:13,"A pigeon defecates *{9}* times as often as any other *{1941}*. Or so it seems."
1947,鶏,"chicken",0,2020-11-02 05:20:18,"Ever since that *vulture* (*{爫}*) attacked my *husband* (*{夫}*) from above, he acts like a #chicken# whenever he sees a *bird* (*{鳥}*), fearing that it might be the vulture who has come back to finish the job."
1948,島,"island",0,2012-08-05 02:47:01,"On the *mountain* of the island.. there was a *{1941}* with no tail feathers."
1949,暖,"warmth",0,2024-10-02 07:12:34,"Follow the warmth of the *sun* (*{日}*), ""ducks migrate"" (*{爰}*) south for the winter... .

 (Mnemonic for migrating ducks: ducks always migrate together in pairs to protect themselves from vultures--they become friends in the process)."
1950,媛,"beautiful woman",0,2012-08-05 02:48:21,"You want to know about a beautiful woman? There's a *woman* that's so beautiful, the *birds migrate* to her instead of following the sun!"
1951,援,"abet",0,2012-08-10 12:03:56,"You abet the escape of *migrating ducks* by pointing them the way with your *finger*."
1952,緩,"slacken",0,2020-10-18 13:39:36,"oh no *Spiderman* (*{糸}*) has some *migrating ducks*  (*{爰}*) stuck in his web, he has to slacken it so they can get out."
1953,属,"belong",0,2012-08-05 03:01:38,"These *insects* belong to an extremist group promoting insect independence. They are parading the *flag* of their group, the Nationalist *GNATS*, and wearing explosives *belts* for their planned terrorist war."
1954,嘱,"entrust",0,2014-12-30 12:31:14,"The commando *gnats* entrusted their *mouths* to the translators and what came out was ""All your base are *belong* (*{属}*) to us!"""
1955,偶,"accidentally",0,2012-08-05 03:02:28,"*Mr. T* #accidentially# stepped on *Jiminy Cricket* (a brainy insect, with a belt sort of sash to hold his ""conscience"" badge)."
1956,遇,"interview",0,2012-08-05 03:20:10,"On the *road* to my #interview# I bump into *Jiminy Cricket* who gives me some good advice."
1957,愚,"foolish",0,2012-08-05 03:20:25,"""Don't be #foolish#!"" says *Jiminy Cricket* as he lashes you with his belt. Follow logic, like me, not your *heart*."
1958,隅,"corner",0,2012-08-10 12:23:52,"At *The Pinnacle*, *Jiminy Cricket* has a favourite #corner# he likes to slip into for a long drink."
1959,逆,"inverted",0,2012-08-05 03:34:32,"There's a road that's been inverted- it's gone from horizontal to directly vertical! The only beast that could possibly climb it is a mountain goat with a tail of course."
1960,塑,"model",0,2012-09-10 02:19:33,"A legend says that if you model a *mountain goat* (with tail and everything) from dirt and leave to the light of the moon on the {2846}, the *dirt* will become *flesh*.  (blackstockc)"
1961,岡,"Mount",0,2020-11-26 05:31:28,"On mount Everest even *mountain goats* (= *mountain* (*{山}*) + 䒑) would need a *glass canopy* (*{冂}*) to keep them safe from the cold."
1962,鋼,"steel",1,2012-08-05 03:24:21,"Steel is the *metal* from which *{1961}* Fuji is made."
1963,綱,"hawser",0,2016-09-16 08:51:08,"*Spiderman* saves Japan from floating away by tying *Mount* (*{岡}*) Fuji to mainland Asia using a hawser made of web."
1964,剛,"sturdy",0,2012-08-05 03:25:00,"*{1961}* Fuji is very sturdy, you can hit it all day with a *sabre* and it will not even wobble."
1965,缶,"tin can",0,2012-08-05 03:25:30,"Horses kept in the mountains have a unique savory taste. At least so the text on this tin can would have us believe."
1966,陶,"pottery",0,2012-08-05 03:25:49,"At *The Pinnacle*, traditional pottery is done by *binding* up a bunch of *tin cans* into whatever pot shape desired."
1967,揺,"swing",0,2012-08-05 03:26:35,"For the *condor* primitive: A #condor# is like a *vulture*, but *twice* as big and it lives near *mountains* (a suitable place for such a majestic bird).  For swing: I'm sitting on a swing when a *condor* comes by and picks up the whole swing set with its big *finger*-like claws and now I'm swinging in mid-air. Weeeeeeeee!!!!!"
1968,謡,"Noh chanting",0,2012-08-05 03:26:56,"#Noh chanting#?!?  I meant ""NO CHANTING!""  Now all you, just shut up!  Not another *word*!  Don't you know that chanting can provoke attacks from the local *condor*?  So, no chanting, and especially no #Noh chanting#."
1969,就,"concerning",0,2012-08-05 03:27:25,"in the *capital* they have been having hearings concerning bioethics and bioengineering. They call as their first witness a *chihuahua* with *one human leg*"
1970,懇,"sociable",0,2024-05-23 02:47:07,"The *skunk* (*{豸}*) here is Pepe LePew of Looney Tunes fame. He's a very sociable skunk, as far as skunks go, but instead of having a ""heart of gold"" he has a heart of silver (since he always finishes second in the game of love)."
1971,墾,"groundbreaking",0,2012-08-05 03:28:48,"I got sprayed by a *skunk*, so no one is helping me with the groundbreaking of my farm. On a positive note, I found *silver* laying all over the *ground*. Mine all mine!"
1972,免,"excuse",0,2012-08-05 03:29:48,"Obviously this is the rabbit from Alice, excusing himself and rushing away on his legs, as he has a binding day schedule. This is at the same time an image, with bound=ears, day=head and legs are just legs. The image is used in {2093}"
1973,逸,"elude",0,2012-08-05 03:30:24,"A *rabbit* on the *road* has a hard time #eluding# cars."
1974,晩,"nightfall",0,2015-06-13 16:31:22,"At nightfall the *sun* asks to *excuse* (*{免}*) itself and goes to sleep."
1975,勉,"exertion",0,2020-10-04 10:33:20,"Notice how BUGS BUNNY's legs (hint about stroke extension) are starting to get big MUSCLES? It must be because he's always EXERTING himself on the run from Elmer Fudd (or from kicking the shit out of Elmer Fudd when he catches up!!). [*excuse* (*{免}*)]"
1976,象,"elephant",0,2012-08-05 03:31:34,"An elephant has huge ears, like a *rabbit*, and a big, fat body, like a *sow*."
1977,像,"statue",0,2012-08-05 03:32:00,"The statue of liberty is being replaced by a statue of *Mr. T* riding an *{1976}*."
1978,馬,"horse",0,2012-08-05 03:32:57,"Ron again failed to transfigure a turkey into the horse properly. His horse still has a body of a *turkey* and a tail of a *peacock*.  Wicked ..."
1979,駒,"pony",0,2012-08-05 03:52:54,"The cute little innocent-looking plastic #pony# on the desk of a student is in fact a Trojan *{1978}*, hiding *phrases* in its belly which are used for cheating during an exam.  No #pony# will be permitted on desks during tests!"
1980,験,"verification",0,2012-08-05 03:53:22,"The verification proves the *{1978}* is real by poking it with an *ice pick*."
1981,騎,"equestrian",0,2012-08-05 03:53:46,"If the equestrian team used a Trojan *{1978}*, it would be really *strange*."
1982,駐,"parking",0,2012-08-05 03:54:22,"Parking in the dark may be difficult ... especially if you're parking a Trojan *{1978}*. To lend you a tiny bit of help, take this *candlestick* with you, and at least you'll have some light."
1983,駆,"drive",0,2013-09-20 00:58:55,"You have to be craaazzzzyy to drive a *{1978}* and buggy through a *{1696}* of Tokyo!"
1984,駅,"station",0,2016-09-07 07:28:33,"Anyone living in Japan knows that train stations play little melodies when the train is about to arrive. In Ye Olden Days, when a *horse* (*{馬}*) and carriage was used for transport, the carriage driver would play a little melody on his *shakuhachi* to let the passengers know the carriage was arriving at the next station."
1985,騒,"boisterous",0,2012-08-05 03:55:46,"The hidden Greeks inside the Trojan *{1978}* are getting boisterous as one of them is bitten in the *crotch* by a nasty *insect*. If they don't shut up, the Trojans will hear them..."
1986,駄,"burdensome",0,2012-08-05 03:56:28,"The Greek warriors inside the Trojan *{1978}* are complaining about this burdensome *plump* warrior who is not helping at all (say, just eating candies and watching). - ""You know, you're such a burden!"". Note : be sure to keep ""plump"" distinct from the primitive meaning of ""round"" (""fat man"")."
1987,驚,"wonder",0,2017-03-11 03:14:14,"You stand in *awe* (*{敬}*) at the 8th wonder of the world, a huge Trojan *horse* (*{馬}*)."
1988,篤,"fervent",1,2012-08-05 03:57:49,"There's no need to use a *bamboo* whip over a a fervent *{1978}*: it wants go fast without any urging."
1989,騰,"inflation",1,2016-05-03 09:18:16,"Every month (*moon*), the cost of a Trojan *horse*  (*{馬}*) rises one *quarter* thanks to inflation."
1990,虎,"tiger",0,2012-08-05 03:59:54,"Tigger, the tiger, (from the Pooh stories) is happy to have found a *magic wand*.  Using it he can bounce up to a the top of a *cliff*, *seven* times as high as some *human legs* could bounce.   #Tigger# thinks ""It's great to be a #tiger#!"
1991,虜,"captive",0,2012-08-05 04:00:29,"Captive *men* are thrown to the tigers. I think you can imagine something else is done to captive women..."
1992,膚,"skin",0,2017-04-01 03:39:39,"They say, ""there's more than one way to #skin# a cat"", but if you try to #skin# a tiger (*{虎}*) you might end up in its *stomach* (*{胃}*)."
1993,虚,"void",0,2020-11-29 13:52:27,"In Japanese folklore there is no hell, but there is the void. There, a *row* (*{並}*) of *tigers* (*{虎}*) waits in the blackness to devour those souls who have failed in their spiritual life."
1994,戯,"frolic",0,2017-09-05 05:07:29,"This is a story about the end of the universe.  The universe is turning into a featureless *void* (*{虚}*).  There's nothing we can do about it except throw a *fiesta* and frolic a little bit before it's all over."
1995,虞,"uneasiness",0,2012-08-05 04:01:37,"The dentist couldn't help but feel #uneasiness# as he used his *hand crank mouth tool* on the *tiger* in his chair."
1996,慮,"prudence",0,2013-05-07 11:12:51,"You have to think with prudence  about approaching a *tiger*. *Think* before you act!"
1997,劇,"drama",0,2012-08-05 04:02:26,"A great Indian #drama# acted out every year is how a poor Bengali boy fended off the *tigers* from his *pigs* using only a *sabre*."
1998,虐,"tyrannize",0,2022-10-14 17:29:16,"Here we see the evil tyrannizing *tiger* (*{虍}*). What is on his chest? A giant *E*, for EVIL, of course."
1999,鹿,"deer",0,2012-08-05 04:03:39,"This is a #deer# from the *Old West*, in a *cave*. Just *compare* it to European kind."
2000,薦,"recommend",0,2012-08-10 23:01:48,"One hunter to another: ""I #recommend# you use *flowers* to attract the *deer* then use a *slingshot* to fire *tail feathers* at it""."
2001,慶,"jubilation",0,2012-08-05 04:04:38,"In this kanji, ""*deer*"" replaces the ""head"" primitive from the ""melancholy"" kanji. Poor Ned is feeling melancholy so Uncle Jimbo (of South Park animated series) suggests a good *deer* huntin' trip to fix that and turn that *melancholy* into jubilation."
2002,麗,"lovely",0,2012-08-05 04:05:01,"The anthropologist made an exact *deer painting* from the cave *ceiling* on the *ceiling* of his house. Too bad they're both *mediocre*. All his wife could say was, ""How...#lovely#."""
2003,熊,"bear",0,2021-10-11 02:56:38,"Most don't know it, but #bear#s have the *ability* (*{能}*) to walk on *fire* (*{灬}*). They're invincible creatures!"
2004,能,"ability",0,2012-08-05 06:15:14,"The amputee has no hands but only stumps of *flesh* beneath his *elbows*.  To give him the ability to eat he has *two spoons* implanted in his arm stumps, one in each side."
2005,態,"attitude",0,2017-03-03 13:27:23,"This guy has an attitude problem – lots of *ability* (*{能}*), but his *heart* (*{心}*) is not in it."
2006,寅,"sign of the tiger",0,2012-08-05 13:10:57,"I don't know why but when I read sign of the tiger I get the ""eye of the tiger song"" stuck in my head.  So I see rocky training in his house.  He's hitting the *ceiling* (no punching bag), eating *brussel sprouts* to keep in good health and running with only the available *animal legs*: his dog."
2007,演,"performance",0,2016-11-14 04:17:49,"That was some great #performance#!   He caused the *water* to shoot up into the air and form the *sign of the tiger* (*{寅}*) in airborne droplets.  You sure missed a great  #performance#!"
2008,辰,"sign of the dragon",0,2012-08-05 06:17:17,"#Bruce Lee# is such a badass he climbed a sheer vertical *cliff* using only *2 hairpins*."
2009,辱,"embarrass",0,2012-08-05 06:17:41,"During the shooting of one of his first movies in China, *Bruce Lee* fell through the cheaply built movie set, and into a barrel of *glue*. As you can imagine, to put *Bruce Lee* in that position must have caused great embarassment to the chinese producer. Note the hints in the story for the position of the primitives."
2010,震,"quake",0,2014-10-06 08:27:06,"*Bruce Lee* has magical abilities in his newest movie. He can conjure *{422}* and make the Earth #quake#."
2011,振,"shake",0,2024-11-01 15:24:54,"*Bruce Lee* (*{辰}*) shakes the confidence of his opponents by simply waving his *fingers* (*{扌}*) in front of them, they know that each of them is a deadly weapon in their own right. Hwwaaaa..."
2012,娠,"with child",0,2012-08-05 13:15:01,"Any *woman* spending a night with the virile *Bruce Lee* is bound to end up with child"
2013,唇,"lips",0,2012-08-05 13:15:49,"Bruce Lee comes flying out of nowhere and kicks you right in the *mouth* ... leaving you with fat lips."
2014,農,"agriculture",0,2024-09-30 09:29:10,"The most unlikely persons in the world to take up agriculture must be *Bender* (*{曲}*) and *Bruce Lee* (*{辰}*). An awkward moment as they stare at the various farming utensils: hoe, plough. Both with straw hats on and blue overalls, and drawn in Groenig's irrevent style."
2015,濃,"concentrated",0,2017-04-27 14:30:56,"The *agriculture* (*{農}*) of Florida is concentrated on making concentrated orange juice. Just add *water*! Imagine a can of FCOJ, dumping it into a pitcher and adding *water*"
2016,送,"send off",0,2012-08-05 16:17:31,"The problem with the ""gold calf"" primitive is that the first vertical stroke of ""heavenly"" is shorter than the second stroke. But as we know, ""heavenly"" clearly has the FIRST stroke longer, not the second. The primitives we really have here are ""animal horns (first 3 strokes)"" and ""big/dog (last 3 strokes)."" What are the BIGGEST ANIMAL HORNS that you can think of? For me it's a MASTODON. STORY: In caveman times, you SENT OFF packages with the MASTODON express."
2017,関,"connection",0,2012-08-05 13:18:31,"The *mastodon* is sent to the *gates* of Hell for its connection to false idols."
2018,咲,"blossom",0,2012-08-05 13:19:15,"It's the circle of life. The *mastodon* died, but the body was able to provide nutrition to the new plants, #blossoming# out of the *mouth* of the dead *mastodon*."
2019,鬼,"ghost",0,2012-08-05 13:20:03,"This ghost had only a *drop of brains*, his *human legs* and *elbow* were easily visible from under his sheet."
2020,醜,"ugly",0,2022-09-14 05:57:24,"*Whiskey* (*{酉}*) is drunk at the bar by the ugly *ghost* *{鬼}* who can't get a date."
2021,魂,"soul",0,2012-08-05 13:31:31,"When we die, our soul rises up in a *rising cloud* of mist (just like a *{2019}*) up to heaven (we hope)."
2022,魔,"witch",0,2020-08-10 10:12:44,"the witch sold me some *hemp* that made me see that a *ghost* (*{鬼}*).   Don't do drugs!"
2023,魅,"fascination",0,2020-09-26 17:36:32,"*Ghost*s (*{鬼}*) have *not yet* (*{未}*) left the world, they must still have a deep fascination with their past life on Earth."
2024,塊,"clod",0,2015-06-11 10:23:57,"Without any weapons, our only defense was to throw #clod#s of *{土}* at the advancing *ghost* (*{鬼}*) horde."
2025,襲,"attack",0,2012-08-10 15:16:18,"Kept in a *vase* and fed with *meat*, the *imperial dragon* is a rare ""*slingshot-three-headed-snake with a tail*""; it's very aggressive, so at feeding time you need to wear the special *garment* or it will attack you."
2026,嚇,"upbraid",0,2020-11-24 18:41:39,"To upbraid someone, you criticize them in a menacing way.  In other words, you jaw at them with your *mouth* (*{口}*) until both sides of their face turn *red* (*{赤}*) (hence the double-red)."
2027,朕,"majestic plural",0,2012-08-05 13:25:06,"The king says ""Only #We# are allowed to partake of the *flesh* of the *mastodon*."""
2028,雰,"atmosphere",0,2012-08-05 13:25:21,"(This is #atmosphere# as in ambiance, mood). *Rain* is only *part* of the #atmosphere# for a romantic porch date. Food, music, and candles are the rest."
2029,箇,"item",0,2012-08-05 13:25:50,"You've entered in a chinese shop where apparently the only item in sale is old, dusty, *hardened bamboo* (for construction for example). It looks like these items have been there forever. Asking the clerk if anything else is available, he doesn't understand and instead asks - ""Two items? Three items?"" (the kanji is a counter for items) - thinking you want to buy something."
2030,錬,"tempering",0,2012-08-05 13:26:01,"Tempering should be done with the *metal* facing *east*. (If not, the metal may pick up the earth's magnetic field)"
2031,遵,"abide by",0,2014-08-15 06:29:18,"You must abide by the *{1439}* rules of the *road*! No devil's brew and stay glued to your lane in the road!"
2032,罷,"quit",0,2015-11-22 08:15:32,"Hey, you! Don't you *look* down on me! I have the *ability* to quit anytime I want!"
2033,屯,"barracks",0,2012-08-05 13:26:45,"The game characters from *Worms* sleep in their #barracks# at night."
2034,且,"moreover",0,2012-08-05 13:27:00,"Moreover is a literary term to *shelve* what you had just been talking about, to come back to it later."
2035,藻,"seaweed",0,2012-08-05 13:27:17,"Let *wood*en *goods* = *furniture*. Then: Walking along the sea shore you see some washed-up *furniture* with *water* (waves) splashing against it. From a distance it looks like *flowers* are growing out the top, but as you get closer you see it is in fact seaweed."
2036,隷,"slave",0,2012-09-02 10:06:51,"The *samurai* sits on the *altar* and watches the #slave# *rake* *rice grains* all day."
2037,癒,"healing",0,2012-08-10 12:25:30,"At the *butcher's meeting*, all the butchers who have *heart disease* attend the faith healing workshop."
2038,丹,"cinnabar",0,2012-08-05 13:28:06,"How about a rusty cinnabar colored dilapidated boat, found abandoned somewhere. The smoke-stack and the keel have fallen off..."
2039,潟,"lagoon",0,2012-08-05 16:22:58,"Right part: *mortar* over *bound up* *oven fire*, comprising *boiling cauldron*. #Lagoon# is a shallow pond, thus easily warmed by sun, large-scale equivalent of a *boiling cauldron*. (Note: mortar = back-to-back staples)."
2040,丑,"sign of the cow",0,2012-08-05 13:29:17,"77 cows behind a fence."
2041,卯,"sign of the hare",0,2012-08-05 13:29:32,"*rabbit ears*"
2042,巳,"sign of the snake",0,2012-07-26 17:26:27,"The 巳nd!!! =D"
2043,此,"this here",0,2014-11-26 07:19:41,"""This here is our destination."", the tour guide says. ""*{370}* and *sit down*. """
2044,柴,"brushwood",0,2014-01-01 09:23:24,"(From mantixen's) I'll *{370}* and *sit down* on *this here* *{195}*, which happens to be brushwood."
2045,砦,"fort",0,2014-01-01 09:24:37,"*Stop and sit down* to listen to the tour guide's story. ""That *{113}* down there used to be a fort, but the enemy came and tore the place down. It has never been rebuilt""."
2046,些,"whit",0,2014-01-01 09:24:50,"Those two tourists from my tour group don't have a whit of common sense. They never *stop and sit down* when the tour guide tells them to!"
2047,髭,"beard",0,2021-05-16 15:02:57,"He had *long* (*{長}*) *hair* ⼺ in his beard because he couldn't *stop* (*{止}*) and *sit* (*{匕}*) down to trim it. 

""Please *stop and sit down* to look to the painting up there"", the tour guide says. ""We don't know exactly who is on the painting, but from the hair*'s *shape* (*{形}*) and the distinctive beard, we think they meant to depict President Lincoln."""
2048,璃,"crystal",0,2014-01-01 09:27:28,"The *king* gifts a crystal to the visiting *sheik*."
2049,禽,"fowl",0,2014-01-01 09:27:42,"The *sheik* enjoys a feast of fowl under an *umbrella*."
